2.856,1.678,1.452,1.232,1.562,2.02,2.322,2.186,2.182,2.196,2.144,1.06,0.996,0.546,0.624,0.608,0.612,0.666,0.74,0.526,1.262,1.214,1.214,1.128
2.856,1.678,1.452,1.232,1.562,2.02,2.322,2.186,2.182,2.196,2.144,1.06,0.996,0.546,0.624,0.608,0.612,0.666,0.74,0.526,1.262,1.214,1.214,1.128
2.856,1.678,1.452,1.232,1.562,2.02,2.322,2.186,2.182,2.196,2.144,1.06,0.996,0.546,0.624,0.608,0.612,0.666,0.74,0.526,1.262,1.214,1.214,1.128
2.856,1.678,1.452,1.232,1.562,2.02,2.322,2.186,2.182,2.196,2.144,1.06,0.996,0.546,0.624,0.608,0.612,0.666,0.74,0.526,1.262,1.214,1.214,1.128
2.856,1.678,1.452,1.232,1.562,2.02,2.322,2.186,2.182,2.196,2.144,1.06,0.996,0.546,0.624,0.608,0.612,0.666,0.74,0.526,1.262,1.214,1.214,1.128
2.856,1.678,1.452,1.232,1.562,2.02,2.322,2.186,2.182,2.196,2.144,1.06,0.996,0.546,0.624,0.608,0.612,0.666,0.74,0.526,1.262,1.214,1.214,1.128
2.856,1.678,1.452,1.232,1.562,2.02,2.322,2.186,2.182,2.196,2.144,1.06,0.996,0.546,0.624,0.608,0.612,0.666,0.74,0.526,1.262,1.214,1.214,1.128
2.856,1.678,1.452,1.232,1.562,2.02,2.322,2.186,2.182,2.196,2.144,1.06,0.996,0.546,0.624,0.608,0.612,0.666,0.74,0.526,1.262,1.214,1.214,1.128
2.856,1.678,1.452,1.232,1.562,2.02,2.322,2.186,2.182,2.196,2.144,1.06,0.996,0.546,0.624,0.608,0.612,0.666,0.74,0.526,1.262,1.214,1.214,1.128
2.856,1.678,1.452,1.232,1.562,2.02,2.322,2.186,2.182,2.196,2.144,1.06,0.996,0.546,0.624,0.608,0.612,0.666,0.74,0.526,1.262,1.214,1.214,1.128
2.856,1.678,1.452,1.232,1.562,2.02,2.322,2.186,2.182,2.196,2.144,1.06,0.996,0.546,0.624,0.608,0.612,0.666,0.74,0.526,1.262,1.214,1.214,1.128
